countryName,countryCode,indicatorName,indicatorCode,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Denmark,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,31734.218,36926.69,40707.367,43189.926,44337.697,50127.89,49075.461,53325.514,59401.733,62100.645,57062.187,59599.751,59196.381,55023.335,55639.391,59977.452,61480.922,60784.192,62654.362,60215.807,51561.687,53464.86,49962.875,50597.266,59768.433,58569.324,58107.282,54858.32,48782.101,49746.522,61213.231,54319.271,57157.529,61051.883,55140.679,68602.236,57054.853,56068.43,50930.963,47260.296,49035.124,49266.145,55734.733,50597.266,47098.948,55005,50252.568,46959.602,44502.712,46303.209
Djibouti,DJI,CO2 emissions (kt),EN.ATM.CO2E.KT,44.004,47.671,66.006,84.341,121.011,139.346,88.008,121.011,84.341,139.346,161.348,190.684,179.683,194.351,198.018,198.018,198.018,201.685,363.033,348.365,300.694,348.365,348.365,355.699,374.034,385.035,396.036,366.7,407.037,399.703,399.703,414.371,429.039,429.039,429.039,436.373,440.04,410.704,443.707,403.37,385.035,399.703,407.037,458.375,473.043,487.711,487.711,524.381,531.715,539.049
Dominica,DMA,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,14.668,14.668,14.668,14.668,22.002,22.002,18.335,25.669,25.669,25.669,25.669,29.336,29.336,29.336,25.669,25.669,33.003,36.67,36.67,40.337,40.337,44.004,47.671,47.671,47.671,55.005,58.672,58.672,58.672,58.672,62.339,69.673,80.674,73.34,80.674,77.007,80.674,102.676,113.677,102.676,113.677,110.01,113.677,110.01,150.347,128.345,128.345,135.679
Dominican Republic,DOM,CO2 emissions (kt),EN.ATM.CO2E.KT,1030.427,1243.113,1250.447,1749.159,1547.474,1672.152,1569.476,2350.547,2654.908,3109.616,3523.987,4675.425,5966.209,6417.25,6340.243,6332.909,5614.177,5449.162,6809.619,6457.587,6167.894,6340.243,7913.386,7444.01,7293.663,8181.077,9754.22,9834.894,10366.609,9570.87,10135.588,11206.352,11939.752,12676.819,16105.464,17546.595,18239.658,18683.365,18870.382,20117.162,20234.506,21499.621,21888.323,18786.041,19651.453,20692.881,21429.948,21019.244,20322.514,20964.239
Ecuador,ECU,CO2 emissions (kt),EN.ATM.CO2E.KT,1646.483,1565.809,1796.83,2145.195,2277.207,2420.22,2592.569,3116.95,3593.66,4283.056,4224.384,4594.751,5262.145,6090.887,7363.336,8111.404,7484.347,10425.281,12167.106,13443.222,16692.184,19288.42,19556.111,21257.599,19431.433,15276.722,15115.374,17271.57,20267.509,16835.197,16486.832,22302.694,24187.532,13637.573,22812.407,23890.505,18276.328,22229.354,21272.267,20942.237,23446.798,24689.911,26523.411,28657.605,29908.052,29688.032,30758.796,29669.697,30472.77,32636.3
"Egypt, Arab Rep.",EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,17088.22,18595.357,21554.626,25522.32,27641.846,26563.748,19677.122,22904.082,19695.457,21686.638,23047.095,25511.319,23795.163,26123.708,31099.827,34495.469,37865.442,39313.907,42947.904,45239.779,50978.634,56523.138,57091.523,63838.803,63937.812,74564.778,74810.467,74531.775,72181.228,75943.57,78715.822,81264.387,93156.468,85312.755,95723.368,102030.608,108202.169,122243.112,125393.065,141326.18,125451.737,127193.562,147963.45,150911.718,167207.866,178615.903,192381.821,196796.889,197871.32,204776.281
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,583.053,649.059,1125.769,1232.112,1041.428,1305.452,1158.772,1261.448,1191.775,1430.13,1510.804,1679.486,1969.179,1972.846,2108.525,2211.201,2288.208,2390.884,2390.884,2134.194,1833.5,1767.494,1903.173,1606.146,1987.514,1991.181,2449.556,2471.558,2588.902,2618.238,3230.627,3428.645,3890.687,4429.736,5280.48,4895.445,5760.857,5812.195,5698.518,5742.522,5947.874,6039.549,6552.929,6365.912,6453.92,6846.289,6897.627,6545.595,6475.922,6248.568
Equatorial Guinea,GNQ,CO2 emissions (kt),EN.ATM.CO2E.KT,22.002,22.002,25.669,25.669,29.336,25.669,25.669,29.336,44.004,36.67,66.006,88.008,29.336,51.338,62.339,62.339,62.339,69.673,62.339,58.672,69.673,73.34,62.339,80.674,66.006,80.674,99.009,106.343,117.344,121.011,201.685,216.353,102.676,36.67,132.012,117.344,293.36,168.682,473.043,454.708,3094.948,4979.786,6017.547,5218.141,4712.095,4752.432,4796.436,4503.076,4620.42,4679.092
Eritrea,ERI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.35,297.027,348.365,528.048,590.387,619.723,608.722,630.724,605.055,726.066,770.07,766.403,561.051,579.386,414.371,513.38,513.38
Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23014.092,17751.947,17682.274,16134.8,17946.298,17546.595,16508.834,15287.723,15181.38,15595.751,14935.691,17051.55,17216.565,16780.192,16189.805,18844.713,17491.59,14745.007,18338.667
Ethiopia,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,341.031,396.036,421.705,407.037,645.392,825.075,1074.431,1727.157,1668.485,1653.817,1851.835,1408.128,1752.826,1738.158,1210.11,1177.107,1048.762,1371.458,1848.168,1822.499,1866.503,1481.468,1844.501,1664.818,1815.165,2214.868,2581.568,2673.243,2827.257,3017.941,2984.938,2966.603,3028.942,2977.604,2152.529,3729.339,4275.722,5027.457,5075.128,5830.53,4308.725,4481.074,4946.783,5243.81,5053.126,5419.826,5914.871,6369.579,6659.272,6494.257
Faeroe Islands,FRO,CO2 emissions (kt),EN.ATM.CO2E.KT,113.677,117.344,124.678,121.011,135.679,139.346,168.682,183.35,212.686,256.69,260.357,234.688,253.023,300.694,348.365,330.03,407.037,399.703,480.377,421.705,440.04,458.375,487.711,498.712,517.047,491.378,498.712,528.048,579.386,623.39,594.054,656.393,707.731,623.39,722.399,638.058,630.724,660.06,667.394,711.398,792.072,762.736,777.404,795.739,766.403,766.403,773.737,718.732,667.394,711.398
Fiji,FJI,CO2 emissions (kt),EN.ATM.CO2E.KT,168.682,231.021,242.022,425.372,344.698,322.696,355.699,396.036,432.706,520.714,550.05,579.386,630.724,671.061,623.39,484.044,766.403,711.398,839.743,795.739,1081.765,839.743,715.065,583.053,579.386,605.055,476.71,553.717,630.724,817.741,674.728,722.399,762.736,817.741,869.079,894.748,737.067,704.064,803.073,865.412,1114.768,836.076,861.745,1133.103,1364.124,1360.457,1202.776,1078.098,847.077,1290.784
Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,14939.358,16809.528,19358.093,22852.744,25327.969,29519.35,28617.268,33314.695,37935.115,40395.672,40582.689,44161.681,49387.156,46680.91,46101.524,51279.328,50219.565,51913.719,54333.939,58246.628,51510.349,43083.583,41576.446,42254.841,49665.848,53329.181,57656.241,52185.077,52584.78,51745.037,53747.219,47858.017,50567.93,57498.56,52826.802,61282.904,59992.12,56988.847,55423.038,52141.073,56424.129,61077.552,68888.262,67091.432,54645.634,66196.684,63981.816,56592.811,53167.833,61843.955
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,281211.229,298706.486,334019.696,345303.055,351852.317,347235.564,372009.816,384631.63,413259.899,439013.24,462434.369,480729.032,516599.626,499071.366,446919.292,505602.293,480857.377,505858.983,529155.434,505363.938,454700.666,436893.714,422603.415,405342.846,400880.107,385614.386,377491.981,372207.834,390649.177,399028.272,427667.542,397037.091,389105.37,369457.584,393289.417,408126.099,379486.829,409094.187,371309.419,365559.563,385827.072,380839.952,387590.899,390102.794,392071.973,382581.777,375882.168,372563.533,356923.778,361272.84
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,58.672,47.671,66.006,66.006,84.341,121.011,139.346,154.014,161.348,194.351,227.354,216.353,209.019,216.353,212.686,264.024,275.025,311.695,282.359,293.36,330.03,337.364,421.705,458.375,586.72,605.055,608.722,572.052,608.722,630.724,638.058,645.392,616.056,539.049,572.052,579.386,597.721,594.054,583.053,630.724,737.067,737.067,799.406,788.405,850.744,850.744,843.41,869.079,872.746,883.747
Gabon,GAB,CO2 emissions (kt),EN.ATM.CO2E.KT,165.015,88.008,73.34,190.684,216.353,381.368,1012.092,1961.845,1433.797,2082.856,2845.592,2739.249,5313.483,5452.829,5368.488,5709.519,6314.574,7561.354,6754.614,6633.603,6574.931,6556.596,5518.835,5995.545,6318.241,4968.785,4022.699,4334.394,5771.858,4844.107,1477.801,2130.527,3281.965,3351.638,3857.684,3534.988,3545.989,1631.815,1437.464,1052.429,1782.162,1778.495,1334.788,1767.494,2086.523,1976.513,2332.212,1565.809,80.674,2574.234
"Gambia, The",GMB,CO2 emissions (kt),EN.ATM.CO2E.KT,22.002,25.669,29.336,29.336,29.336,33.003,33.003,36.67,47.671,47.671,55.005,66.006,62.339,62.339,99.009,99.009,113.677,139.346,146.68,157.681,157.681,161.348,161.348,172.349,172.349,161.348,179.683,183.35,179.683,190.684,198.018,198.018,209.019,209.019,216.353,216.353,216.353,234.688,256.69,275.025,282.359,315.362,315.362,322.696,322.696,337.364,396.036,410.704,436.373,473.043
Georgia,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15335.394,9952.238,6083.553,2302.876,4066.703,4437.07,4961.451,4345.395,4536.079,3769.676,3388.308,3773.343,4323.393,5067.794,6149.559,6189.896,6237.567,6057.884,6241.234
Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929973.202,891975.748,877645.112,865558.68,864110.215,889614.2,862276.715,855364.42,822460.429,829977.779,853662.932,828771.336,833406.424,825896.408,806703.33,808859.526,784015.601,783359.208,732248.562,745383.756
Ghana,GHA,CO2 emissions (kt),EN.ATM.CO2E.KT,1345.789,1433.797,1723.49,1650.15,1705.155,1441.131,1496.136,1763.827,1690.487,2625.572,2295.542,2423.887,2475.225,2937.267,2746.583,2434.888,3003.273,2970.27,2658.575,2559.566,3047.277,3043.61,3655.999,2581.568,3325.969,3047.277,3285.632,3450.647,3344.304,3931.024,4044.701,4096.039,4664.424,5071.461,5427.16,5757.19,6395.248,6402.582,6549.262,6288.905,6919.629,7436.676,7631.027,7348.668,6956.299,9288.511,9578.204,8529.442,7444.01,8998.818
Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,9823.893,10164.924,12258.781,13223.202,17025.881,18650.362,19534.109,22321.029,25474.649,24165.53,27814.195,31572.87,37256.72,36218.959,38873.867,42911.234,46999.939,48081.704,51293.996,51429.675,50721.944,52148.407,55544.049,57054.853,60600.842,59130.375,63472.103,67989.847,74183.41,72723.944,67615.813,75503.53,75646.543,78363.79,79185.198,80395.308,84572.021,87809.982,86636.542,91616.328,93805.527,93669.848,95738.036,97149.831,98675.303,97285.51,98246.264,97809.891,94901.96,86717.216
Greenland,GRL,CO2 emissions (kt),EN.ATM.CO2E.KT,293.36,264.024,330.03,315.362,344.698,388.702,418.038,542.716,407.037,381.368,469.376,553.717,557.384,557.384,506.046,220.02,722.399,392.369,572.052,564.718,528.048,517.047,363.033,568.385,509.713,326.363,234.688,546.383,473.043,557.384,550.05,484.044,502.379,506.046,506.046,517.047,524.381,531.715,542.716,531.715,539.049,539.049,531.715,583.053,608.722,627.057,616.056,638.058,557.384,634.391
Grenada,GRD,CO2 emissions (kt),EN.ATM.CO2E.KT,18.335,25.669,14.668,22.002,22.002,29.336,36.67,40.337,47.671,44.004,47.671,47.671,55.005,36.67,47.671,47.671,47.671,51.338,47.671,47.671,58.672,62.339,62.339,62.339,62.339,66.006,73.34,95.342,102.676,110.01,113.677,121.011,124.678,146.68,157.681,161.348,176.016,176.016,194.351,190.684,194.351,205.352,216.353,205.352,216.353,231.021,238.355,260.357,253.023,260.357
Guam,GUM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,CO2 emissions (kt),EN.ATM.CO2E.KT,1408.128,1382.459,1521.805,1771.161,1976.513,1741.825,1983.847,2141.528,2280.874,2299.209,2442.222,2709.913,2937.267,3069.279,3523.987,3311.301,3813.68,4129.042,4693.76,4510.41,3967.694,3626.663,3179.289,3421.311,3523.987,3700.003,3993.363,4125.375,4246.386,5086.129,5053.126,6017.547,5658.181,6838.955,7165.318,6651.938,7598.024,8753.129,8929.145,9915.568,10626.966,11096.342,10502.288,11620.723,12453.132,12526.472,12636.482,11441.04,11844.41,11118.344
Guinea,GIN,CO2 emissions (kt),EN.ATM.CO2E.KT,616.056,660.06,696.73,700.397,696.73,718.732,726.066,748.068,748.068,792.072,814.074,832.409,803.073,839.743,843.41,887.414,902.082,902.082,946.086,964.421,990.09,982.756,953.42,979.089,993.757,997.424,993.757,1026.76,1045.095,1056.096,1074.431,1074.431,1103.767,1228.445,1250.447,1272.449,1279.783,1243.113,1272.449,1279.783,1298.118,1323.787,1342.122,1342.122,1180.774,1180.774,1210.11,1213.777,1228.445,1235.779
Guinea-Bissau,GNB,CO2 emissions (kt),EN.ATM.CO2E.KT,29.336,40.337,47.671,58.672,66.006,66.006,47.671,62.339,58.672,69.673,73.34,66.006,110.01,102.676,113.677,95.342,102.676,102.676,110.01,146.68,143.013,143.013,143.013,161.348,172.349,183.35,194.351,216.353,231.021,253.023,256.69,260.357,278.692,278.692,282.359,286.026,264.024,172.349,194.351,146.68,150.347,154.014,194.351,201.685,212.686,216.353,231.021,227.354,234.688,238.355
Guyana,GUY,CO2 emissions (kt),EN.ATM.CO2E.KT,737.067,678.395,616.056,649.059,1078.098,1180.774,1323.787,1331.121,1367.791,1580.477,1499.803,1562.142,1804.164,1554.808,1826.166,1752.826,1899.506,2057.187,1521.805,1789.496,1800.497,1404.461,1246.78,1404.461,1419.129,1045.095,1309.119,1404.461,1195.442,1140.437,1122.102,1052.429,1056.096,1334.788,1481.468,1529.139,1602.479,1653.817,1683.153,1609.813,1595.145,1580.477,1565.809,1628.148,1433.797,1290.784,1565.809,1558.475,1554.808,1701.488
Haiti,HTI,CO2 emissions (kt),EN.ATM.CO2E.KT,297.027,304.361,249.356,300.694,304.361,304.361,260.357,264.024,315.362,385.035,403.37,392.369,421.705,473.043,484.044,674.728,707.731,755.402,755.402,751.735,766.403,825.075,894.748,913.083,942.419,843.41,913.083,1023.093,1037.761,993.757,997.424,909.416,663.727,300.694,942.419,1092.766,1422.796,1232.112,1331.121,1367.791,1569.476,1826.166,1734.491,1987.514,2075.522,2112.192,2390.884,2427.554,2262.539,2119.526
Honduras,HND,CO2 emissions (kt),EN.ATM.CO2E.KT,737.067,700.397,711.398,722.399,751.735,806.74,876.413,1224.778,1177.107,1389.793,1331.121,1536.473,1510.804,1558.475,1668.485,1778.495,2002.182,2049.853,1932.509,2057.187,1822.499,1763.827,2002.182,1987.514,1906.84,1848.168,2174.531,2504.561,2728.248,2592.569,2698.912,3076.613,2849.259,3336.97,3879.686,3960.36,4158.378,4649.756,4741.431,5031.124,5713.186,6090.887,6769.282,7367.003,7554.02,7007.637,8778.798,8672.455,7865.715,8107.737
"Hong Kong SAR, China",HKG,CO2 emissions (kt),EN.ATM.CO2E.KT,3373.64,3685.335,4250.053,4224.384,4807.437,5166.803,6057.884,6204.564,7759.372,8401.097,9160.166,9284.844,9295.845,10678.304,11019.335,12508.137,14231.627,15753.432,15885.444,16662.848,18690.699,19702.791,21015.577,22346.698,23014.092,25698.336,28272.57,29482.68,30348.092,27660.181,28892.293,33428.372,35129.86,31429.857,31620.541,29365.336,30854.138,39233.233,42753.553,40465.345,37971.785,36952.359,40065.642,38415.492,40546.019,38554.838,39962.966,38573.173,36996.363,36288.632
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,48976.452,50560.596,56281.116,62401.339,61293.905,61733.945,58829.681,61154.559,62419.674,70003.03,69280.631,69430.978,73068.642,74102.736,75389.853,80013.94,83204.23,88187.683,86229.505,86860.229,86618.207,86871.23,89137.436,90853.592,86104.827,83537.927,84436.342,78264.781,76090.25,62955.056,63435.433,58705.003,60116.798,58074.279,60058.126,62698.366,61807.285,60776.858,60362.487,57238.203,57021.85,56094.099,59071.703,57351.88,57916.598,57234.536,55859.411,54656.635,48675.758,50582.598
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,1092.766,1199.109,1305.452,1309.119,1397.127,1496.136,1444.798,1595.145,1265.115,1389.793,1474.134,1485.135,1752.826,1741.825,1617.147,1705.155,1906.84,1925.175,1987.514,1866.503,1752.826,1598.812,1547.474,1815.165,1628.148,1785.829,1851.835,1848.168,1903.173,1991.181,1767.494,1829.833,1991.181,2009.516,1947.177,2211.201,2104.858,2101.191,2068.188,2163.53,2101.191,2170.864,2167.197,2233.203,2203.867,2277.207,2310.21,2119.526,2053.52,1961.845
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,130402.187,143467.708,154083.673,150647.694,165972.087,171765.947,172238.99,187336.029,190724.337,195143.072,205869.047,217849.136,224343.393,231992.755,252201.592,263785.645,315681.029,318035.243,331940.507,348581.353,374822.405,398419.55,432320.965,447109.976,490464.917,525862.468,561560.713,606298.113,662945.929,690576.774,737851.738,783634.233,814297.687,864931.623,920046.633,1002224.103,1043939.895,1071911.771,1144390.026,1186663.202,1203843.097,1226791.183,1281913.527,1348524.582,1411127.606,1504364.748,1611404.478,1811288.981,1982262.856,2008822.937
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,26024.699,22995.757,22783.071,22394.369,24689.911,23395.46,24561.566,27586.841,33391.702,35822.923,38987.544,43340.273,49134.133,51260.993,53963.572,61810.952,82434.16,93933.872,95096.311,94784.616,100160.438,105407.915,104956.874,112184.531,121245.688,121740.733,123372.548,132162.347,130966.905,149565.929,179730.671,202576.081,218600.871,221413.46,224941.114,253290.691,278658.997,210210.775,241988.997,263418.945,294907.474,306737.216,316792.13,337635.358,341991.754,345119.705,375544.804,412387.153,453105.521,433989.45
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,36541.655,37462.072,41341.758,47560.99,53765.554,64161.499,67942.176,82404.824,83116.222,92019.698,101883.928,106394.338,129899.808,144256.113,139646.694,156910.93,164237.596,162587.446,164138.587,121014.667,112987.604,138146.891,149914.294,150812.709,160929.962,148568.505,159741.854,176283.691,191344.06,211134.859,228036.062,229073.823,237768.28,265824.497,273528.864,276726.488,269979.208,309230.776,382713.789,372702.879,398826.587,402178.225,418859.408,447480.343,469328.329,509889.016,539789.734,570574.199,577482.827,571611.96
Iraq,IRQ,CO2 emissions (kt),EN.ATM.CO2E.KT,8720.126,9031.821,9394.854,9075.825,19314.089,27704.185,18393.672,19717.459,22625.39,23908.84,28862.957,29552.353,30645.119,30942.146,33157.014,48800.436,43710.64,42317.18,52991.817,45558.808,32122.92,30623.117,38749.189,40204.988,44675.061,47751.674,52881.807,67927.508,73251.992,52555.444,47421.644,61671.606,66801.739,75045.155,77901.748,69500.651,68308.876,72371.912,72283.904,72445.252,85342.091,87259.932,91117.616,114084.037,114769.766,99544.382,62834.045,94443.585,106651.028,114667.09
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,12365.124,13120.526,13461.557,14231.627,13732.915,15111.707,16413.492,17821.62,18514.683,19413.098,22497.045,22053.338,22860.078,23303.785,22053.338,22295.36,23567.809,23571.476,27388.823,26255.72,26039.367,25547.989,25709.337,25529.654,26725.096,28525.593,30197.745,29842.046,30018.062,31407.855,31283.177,31323.514,31246.507,32698.639,32874.655,35613.904,36512.319,38217.474,40182.986,41345.425,44150.68,43761.978,43336.606,43956.329,43534.624,43457.617,44583.386,43021.244,40623.026,39999.636
Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,CO2 emissions (kt),EN.ATM.CO2E.KT,7069.976,7942.722,8210.413,9149.165,12944.51,13597.236,13542.231,13809.922,14818.347,16578.507,16248.477,16934.206,19310.422,19446.101,19647.786,19611.116,19893.475,21176.925,21019.244,21147.589,21213.595,24081.189,23938.176,23743.825,24869.594,26626.087,27385.156,30051.065,31756.22,33534.715,34315.786,41499.439,45148.104,47120.95,54234.93,54399.945,63402.43,62779.04,62155.65,62691.032,65749.31,63145.74,65122.253,63200.745,60245.143,65976.664,66424.038,70938.115,67029.093,70655.756
Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,124549.655,146456.313,164780.312,175957.328,189767.25,214248.142,234427.643,249495.346,270008.544,296740.974,311588.657,328970.237,354320.208,359406.337,342310.783,367312.389,356175.71,373234.594,387466.221,388969.691,378020.029,369681.271,361364.515,367649.753,372134.494,366454.311,383670.876,389780.098,408907.17,417550.289,423802.524,420535.227,411917.777,407378.031,430307.782,432236.624,436662.693,445305.812,440150.01,451440.703,450347.937,452632.478,468349.24,472767.975,473380.364,469346.664,462676.391,447186.983,401591.505,406307.267
Jamaica,JAM,CO2 emissions (kt),EN.ATM.CO2E.KT,2130.527,2119.526,2398.218,4066.703,2992.272,3520.32,3868.685,3883.353,4272.055,4994.454,5753.523,6288.905,8298.421,7601.691,8188.411,7282.662,7447.677,9119.829,8536.776,8452.435,7414.674,6219.232,6450.253,5144.801,5045.792,4550.747,5383.156,4528.745,6728.945,7964.724,8173.743,8096.736,8415.765,8632.118,9702.882,10197.927,10630.633,9728.551,9772.555,10318.938,10626.966,10300.603,10722.308,10714.974,10645.301,12020.426,13479.892,11947.086,8591.781,7157.984
Japan,JPN,CO2 emissions (kt),EN.ATM.CO2E.KT,283118.069,293220.654,325222.563,359318.329,386919.838,419743.155,489881.864,562565.471,653958.112,768823.22,797543.164,853373.239,915748.909,915873.587,870072.757,908902.62,935213.345,903886.164,955620.2,947571.135,929606.502,900200.829,883838.675,940130.792,915396.877,915327.204,905726.998,989081.575,1025549.89,1094834.188,1100525.372,1123572.467,1108563.436,1174026.72,1183945.955,1205610.591,1201631.896,1159065.36,1198041.903,1219589.195,1202266.287,1216750.937,1237429.15,1259654.837,1238180.885,1231301.593,1251136.396,1206916.043,1100650.05,1170715.419
Jordan,JOR,CO2 emissions (kt),EN.ATM.CO2E.KT,979.089,1048.762,1221.111,1243.113,1422.796,1584.144,1415.462,1507.137,1760.16,1558.475,1657.484,1917.841,2203.867,2229.536,2493.56,2951.935,3164.621,3641.331,3795.345,4726.763,5863.533,6292.572,7363.336,8353.426,8540.443,9281.177,9662.545,9314.18,9233.506,10403.279,9798.224,12266.115,12101.1,13633.906,13556.899,14187.623,14418.644,14543.322,14568.991,15507.743,16002.788,16886.535,17469.588,19240.749,21026.578,20733.218,21539.958,20762.554,21253.932,20821.226
Kazakhstan,KAZ,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261306.753,221105.432,199488.467,166731.156,140691.789,129580.779,125063.035,116493.256,127769.281,147908.445,151945.812,153815.982,172158.316,176947.418,192532.168,220313.36,230437.947,214086.794,248728.943
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,2401.885,2625.572,2856.593,2827.257,2467.891,2684.244,2702.579,2819.923,3131.618,3083.947,3685.335,3872.352,3920.023,4950.45,4976.119,4609.419,5056.793,5324.484,5038.458,6197.23,6527.26,4693.76,4660.757,4319.726,3769.676,4162.045,5174.137,4789.102,5192.472,5823.196,4840.44,5540.837,6347.577,6556.596,7554.02,9328.848,8265.418,10036.579,10172.258,10417.947,9369.185,7968.391,6754.614,7623.693,8562.445,9574.537,9831.227,10241.931,12350.456,12427.463
Kiribati,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,7.334,11.001,18.335,18.335,11.001,11.001,22.002,33.003,11.001,22.002,29.336,25.669,36.67,33.003,33.003,33.003,22.002,22.002,25.669,29.336,29.336,25.669,22.002,22.002,22.002,18.335,22.002,22.002,22.002,22.002,22.002,22.002,22.002,22.002,22.002,36.67,29.336,33.003,29.336,33.003,25.669,40.337,40.337,44.004,62.339,69.673,51.338,55.005,40.337,62.339
"Korea, Dem. Rep.",PRK,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,118737.46,120875.321,125011.697,125404.066,128062.641,137299.814,147805.769,158443.736,172187.652,192807.193,220856.076,234420.309,244834.589,251145.496,255413.884,262139.162,259641.935,259348.575,256682.666,234688,64927.902,71095.796,76698.972,79474.891,76108.585,77777.07,79482.225,83013.546,84557.353,70369.73,78081.431,74685.789,71623.844
"Korea, Rep.",KOR,CO2 emissions (kt),EN.ATM.CO2E.KT,14462.648,17278.904,21103.585,22218.353,25005.273,30014.395,35151.862,37242.052,42522.532,53783.889,58616.995,60336.818,73094.311,75686.88,81829.105,93306.815,105712.276,113405.642,133211.109,134868.593,139742.036,141905.566,150904.384,163911.233,178333.544,182451.585,192660.513,221959.843,235846.772,246943.114,261482.769,284280.508,321951.599,344037.94,374771.067,403718.365,430007.088,364822.496,399846.013,447561.017,450193.923,465631.993,466215.046,482276.506,462918.413,470806.13,495837.072,508051.849,509375.636,567567.259
Kosovo,KSV,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
