countryName,countryCode,indicatorName,indicatorCode,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Kuwait,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,9981.574,14290.299,17025.881,25335.303,35419.553,35151.862,25441.646,22442.04,26831.439,25041.943,27139.467,27634.512,24242.537,19328.757,16827.863,18474.346,17220.232,21000.909,17667.606,24675.243,25214.292,21169.591,21609.631,28367.912,29159.984,35320.544,31470.194,32914.992,35885.262,48312.725,10190.593,21085.25,33274.358,38906.87,54821.65,50153.559,54920.659,51745.037,54022.244,55181.016,55122.344,52753.462,61656.938,63534.442,71546.837,73769.039,75235.839,79958.935,81869.442,93695.517
Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10861.654,8305.755,6050.55,4437.07,5588.508,5482.165,5823.196,4561.748,4528.745,3780.677,4847.774,5328.151,5698.518,5232.809,5144.801,5870.867,5680.183,6479.589,6398.915
Lao PDR,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,113.677,132.012,146.68,172.349,179.683,234.688,319.029,168.682,319.029,572.052,421.705,487.711,517.047,293.36,253.023,223.687,231.021,231.021,223.687,187.017,150.347,157.681,179.683,183.35,201.685,209.019,209.019,209.019,234.688,234.688,253.023,278.692,278.692,300.694,377.701,506.046,638.058,718.732,957.087,971.755,902.082,1177.107,1129.436,1422.796,1433.797,1580.477,1668.485,1741.825,1811.498,1873.837
Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13538.564,12108.434,11316.362,9640.543,9493.863,8364.427,8071.067,6827.954,6241.234,6853.623,6651.938,7088.311,7132.315,7176.319,7583.356,7928.054,7590.69,6824.287,7616.359
Lebanon,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,2651.241,2827.257,3003.273,3263.63,3303.967,3578.992,3512.986,3630.33,4250.053,3905.355,5317.15,5713.186,7161.651,7220.323,6431.918,6123.89,5570.173,5713.186,6153.226,6178.895,6351.244,6112.889,7319.332,7051.641,8056.399,7759.372,7964.724,7656.696,8049.065,9097.827,9497.53,11356.699,11657.393,12742.825,13619.238,13798.921,15647.089,16178.804,16600.509,15353.729,16208.14,16039.458,18221.323,16835.197,16244.81,14499.318,14972.361,16655.514,20916.568,20403.188
Lesotho,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.334,18.335,25.669,18.335
Liberia,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,161.348,253.023,355.699,484.044,557.384,612.389,612.389,883.747,1272.449,1452.132,1525.472,1507.137,1481.468,1723.49,1485.135,1477.801,1474.134,1507.137,1947.177,2042.519,1939.843,601.388,711.398,700.397,722.399,729.733,766.403,817.741,667.394,484.044,286.026,289.693,322.696,319.029,333.697,344.698,355.699,388.702,407.037,436.373,502.379,502.379,531.715,627.057,740.734,759.069,678.395,575.719,528.048,799.406
Libya,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,1195.442,1048.762,1463.133,663.727,1015.759,2629.239,18507.349,30139.073,35551.565,32331.939,21646.301,15232.718,14587.326,9347.183,11580.386,17916.962,20106.161,21239.264,26032.033,26904.779,28811.619,30762.463,30414.098,28624.602,31418.856,34059.096,32566.627,36398.642,37322.726,36780.01,42863.563,37260.387,38947.207,44132.345,46020.85,44158.014,44975.755,45474.467,44620.056,47113.616,48100.039,47832.348,49167.136,50358.911,52108.07,53787.556,54209.261,60391.823,67674.485,59035.033
Liechtenstein,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22148.68,17495.257,17359.578,16204.473,15731.43,15339.061,16197.139,13692.578,12200.109,12918.841,13212.201,12915.174,13329.545,13993.272,14293.966,15137.376,15115.374,12577.81,13560.566
Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,11591.387,11551.05,11448.374,12306.452,12203.776,11620.723,11360.366,12269.782,13193.866,13747.583,13201.2,13494.56,14169.288,14411.31,11844.41,11840.743,10927.66,11848.077,12123.102,11026.669,9427.857,8859.472,8291.087,8929.145,9167.5,9009.819,8657.787,8929.145,9658.878,10003.576,10612.298,10564.627,10788.314,10190.593,8316.756,8437.767,7939.055,7356.002,7686.032,8239.749,8800.8,9416.856,9904.567,11268.691,11543.716,11356.699,10868.988,10791.981,10249.265,10828.651
"Macao SAR, China",MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,69.673,95.342,106.343,128.345,132.012,150.347,165.015,168.682,168.682,205.352,227.354,231.021,223.687,267.691,297.027,253.023,308.028,414.371,414.371,528.048,535.382,484.044,682.062,605.055,733.4,876.413,971.755,964.421,1030.427,1034.094,1092.766,1085.432,1188.108,1283.45,1243.113,1415.462,1499.803,1565.809,1532.806,1635.482,1686.82,1525.472,1536.473,1727.157,1837.167,1631.815,1404.461,1191.775,1301.785,1030.427
"Macedonia, FYR",MKD,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10777.313,10340.94,10469.285,10839.652,11741.734,10634.3,12625.481,11723.399,12064.43,11998.424,10934.994,11309.028,11191.684,11279.692,10938.661,11378.701,11848.077,11408.037,10872.655
Madagascar,MDG,CO2 emissions (kt),EN.ATM.CO2E.KT,355.699,396.036,462.042,484.044,557.384,579.386,843.41,913.083,850.744,971.755,1026.76,1287.117,1074.431,1188.108,1694.154,993.757,847.077,1019.426,1122.102,1613.48,1026.76,1012.092,663.727,960.754,1081.765,1177.107,1327.454,1327.454,968.088,986.423,1074.431,1045.095,1070.764,1316.453,1312.786,1411.795,1701.488,1738.158,1925.175,1873.837,1741.825,1235.779,1701.488,1807.831,1741.825,1683.153,1815.165,1943.51,1822.499,2013.183
Malawi,MWI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,330.03,348.365,429.039,366.7,388.702,381.368,454.708,502.379,546.383,572.052,550.05,579.386,583.053,638.058,671.061,638.058,711.398,605.055,594.054,575.719,557.384,557.384,553.717,546.383,542.716,564.718,612.389,660.06,656.393,693.063,718.732,729.733,711.398,759.069,828.742,997.424,905.749,905.749,883.747,957.087,975.422,916.75,953.42,953.42,1155.105,1059.763,1239.446
Malaysia,MYS,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,14601.994,16677.516,17913.295,17513.592,19050.065,19446.101,23894.172,22610.722,23237.779,27278.813,27997.545,30824.802,30571.779,37971.785,34697.154,36237.294,39984.968,40762.372,42724.217,49882.201,56592.811,68591.235,75298.178,91722.671,94010.879,121132.011,125374.73,124821.013,114186.713,107934.478,126603.175,136716.761,135128.95,160266.235,167332.544,177372.79,170647.512,205307.996,213221.382,203881.533,216804.041
Maldives,MDV,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,3.667,3.667,3.667,3.667,7.334,11.001,14.668,22.002,29.336,44.004,47.671,47.671,51.338,58.672,66.006,80.674,80.674,95.342,124.678,154.014,172.349,253.023,216.353,220.02,275.025,319.029,366.7,333.697,465.709,498.712,575.719,689.396,597.721,777.404,700.397,887.414,916.75,1008.425,1067.097,1074.431
Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,117.344,139.346,176.016,176.016,198.018,190.684,223.687,198.018,161.348,201.685,227.354,245.689,267.691,304.361,341.031,341.031,414.371,396.036,429.039,392.369,396.036,366.7,418.038,436.373,407.037,381.368,359.366,385.035,418.038,421.705,436.373,443.707,454.708,462.042,469.376,487.711,524.381,517.047,539.049,542.716,546.383,553.717,539.049,564.718,568.385,568.385,579.386,594.054,612.389,623.39
Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,293.36,330.03,410.704,498.712,473.043,414.371,520.714,638.058,652.726,663.727,660.06,839.743,806.74,744.401,667.394,762.736,803.073,935.085,905.749,1023.093,1144.104,1312.786,997.424,1364.124,1199.109,1485.135,1855.502,2013.183,2170.864,2178.198,2075.522,2042.519,2669.576,2438.555,2126.86,2247.871,2522.896,2145.195,2346.88,2064.521,2486.226,2299.209,2581.568,2574.234,2698.912,2574.234,2724.581,2559.566,2497.227,2588.902
Marshall Islands,MHL,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.671,51.338,55.005,62.339,66.006,66.006,66.006,66.006,69.673,66.006,77.007,80.674,84.341,84.341,88.008,84.341,91.675,99.009,99.009,102.676,102.676
Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,47.671,62.339,88.008,117.344,161.348,179.683,198.018,234.688,275.025,429.039,399.703,447.374,469.376,484.044,509.713,517.047,557.384,583.053,605.055,630.724,663.727,883.747,935.085,865.412,656.393,374.034,3285.632,3230.627,2849.259,2665.909,2750.25,2944.601,2962.936,3124.284,2984.938,2999.606,2999.606,1111.101,1199.109,1235.779,1349.456,1433.797,1474.134,1631.815,1675.819,1675.819,1914.174,2020.517,2211.201,2214.868
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,187.017,253.023,209.019,308.028,304.361,275.025,498.712,638.058,572.052,498.712,396.036,689.396,678.395,693.063,590.387,619.723,641.725,630.724,660.06,590.387,542.716,502.379,597.721,627.057,707.731,799.406,931.418,854.411,1052.429,1463.133,1521.805,1708.822,1774.828,1624.481,1829.833,1950.844,1998.515,2196.533,2467.891,2768.585,2966.603,2981.271,3146.286,3193.957,3410.31,3777.01,3887.02,3953.026,3865.018,4118.041
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,65305.603,63809.467,66361.699,74278.752,75246.84,80930.69,90101.857,93988.877,102287.298,114073.036,126339.151,132459.374,144292.783,155007.757,164472.284,184138.405,192847.53,222649.239,240874.229,268453.736,284529.864,304837.71,278442.644,277624.903,288501.225,294559.109,307356.939,307067.246,361877.895,314415.914,326344.665,328471.525,330334.361,347983.632,328038.819,340814.647,358383.244,373410.61,381848.377,381518.347,394800.221,391250.565,405632.539,410744.337,435045.546,441796.493,455844.77,471444.188,446237.23,443673.997
Mexico and Central America,MCA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.007,80.674,117.344,135.679,176.016,146.68,146.68,146.68,117.344,102.676,99.009,99.009,99.009,102.676
Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20971.573,15628.754,12090.099,11191.684,11521.714,7099.312,6270.57,4503.076,3512.986,3714.671,3986.029,4290.39,4554.414,4895.445,4994.454,4686.426,4774.434,4547.08,4855.108
Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,1393.46,1972.846,1602.479,2046.186,1958.178,1954.511,2152.529,2482.559,2684.244,2849.259,3036.276,3281.965,3479.983,3751.341,4066.703,4404.067,4972.452,5782.859,6299.906,6879.292,6644.604,6761.948,6996.636,6450.253,9028.154,9673.546,10586.629,11595.054,10568.294,10043.913,12207.443,11078.007,9314.18,7961.057,7924.387,8041.731,7711.701,7708.034,7554.02,7506.349,7884.05,8287.42,8034.397,8551.444,8646.786,9497.53,10091.584,10029.245,11052.338,11510.713
Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057.187,2383.55,2251.538,2750.25,1822.499,2581.568
Morocco,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,3777.01,3080.28,3960.36,4422.402,4261.054,5467.497,5416.159,5628.845,5826.863,7293.663,8203.079,8049.065,9640.543,11136.679,11111.01,11547.383,12702.488,13076.522,15958.784,15944.116,15856.108,17058.884,17795.951,17814.286,17865.624,18881.383,20117.162,21176.925,22918.75,23542.14,24975.937,26039.367,28217.565,29640.361,30373.761,31195.169,31862.563,32038.579,33153.347,33905.082,37715.095,38254.144,37561.081,43310.937,45771.494,47425.311,50267.236,49933.539,49541.17,50608.267
Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,2632.906,1987.514,1661.151,2141.528,2005.849,2126.86,1873.837,2779.586,3241.628,2984.938,3615.662,3300.3,3564.324,3149.953,2885.929,2559.566,2713.58,2874.928,2643.907,3208.625,2489.893,2541.231,1976.513,1536.473,1147.771,982.756,982.756,1012.092,1041.428,1001.091,1026.76,1001.091,1078.098,1070.764,1111.101,1041.428,1125.769,1133.103,1188.108,1349.456,1580.477,1587.811,1917.841,1921.508,1822.499,1980.18,2390.884,2339.546,2574.234,2882.262
Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,2592.569,2882.262,2636.573,2860.26,2728.248,2808.922,3619.329,2929.933,3215.959,4616.753,5104.464,4899.112,4110.707,4675.425,4587.417,4899.112,5174.137,5155.802,5100.797,5526.169,5639.846,5599.509,5775.525,6571.264,6710.61,6791.284,4976.119,4118.041,4462.739,4275.722,4180.38,4888.111,5342.819,6244.901,6959.966,7256.993,7499.015,8078.401,8969.482,10087.917,8723.793,9207.837,9845.895,12434.797,11613.389,12610.813,12636.482,9028.154,10392.278,8995.151
Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.669,1015.759,1122.102,1151.438,1320.12,1631.815,1749.159,1796.83,1906.84,1664.818,1642.816,2016.85,1760.16,1873.837,1961.845,2310.21,2328.545,2409.219,3578.992,3182.956,3175.622
Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,80.674,88.008,99.009,150.347,179.683,190.684,212.686,253.023,399.703,227.354,198.018,267.691,421.705,425.372,352.032,282.359,337.364,330.03,513.38,542.716,454.708,443.707,495.045,704.064,678.395,704.064,872.746,993.757,913.083,634.391,960.754,1331.121,1466.8,1697.821,2035.185,2486.226,2783.253,2251.538,3219.626,3234.294,3454.314,2709.913,2951.935,2768.585,3241.628,2662.242,2698.912,3047.277,3505.652,3755.008
Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,75888.565,83358.244,91227.626,96867.472,100497.802,103655.089,106783.04,113552.322,115910.203,141934.902,140875.139,157794.677,165645.724,160445.918,153020.243,169683.091,164277.933,170548.503,187812.739,177508.469,164956.328,134322.21,138256.901,145055.519,147948.782,145095.856,152569.202,146914.688,163100.826,163482.194,164083.582,160339.575,165656.725,165807.072,166045.427,179085.279,171395.58,168406.975,163027.486,165363.365,167273.872,172363.668,175040.578,176903.414,172227.989,167200.532,171765.947,173845.136,169650.088,182077.551
New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,887.414,564.718,619.723,1100.1,1232.112,1510.804,1474.134,1840.834,1558.475,2394.551,2420.22,1705.155,2599.903,2783.253,2530.23,2390.884,2141.528,1543.807,1642.816,2002.182,1393.46,1265.115,1155.105,1206.443,1455.799,1404.461,1459.466,1547.474,1694.154,1624.481,1789.496,1771.161,1771.161,1723.49,1730.824,1763.827,1826.166,1804.164,2035.185,2299.209,1906.84,2427.554,2750.25,2552.232,2838.258,2779.586,2944.601,3281.965,2849.259,3920.023
New Zealand,NZL,CO2 emissions (kt),EN.ATM.CO2E.KT,11767.403,11210.019,12229.445,13105.858,13699.912,14015.274,13641.24,13487.226,14271.964,14194.957,15060.369,16197.139,18202.988,18756.705,18261.66,19237.082,20300.512,18008.637,16475.831,17458.587,16527.169,18239.658,17964.633,19295.754,21803.982,22893.081,24110.525,25397.642,25404.976,23663.151,24176.531,25129.951,26904.779,26387.732,27146.801,28767.615,30971.482,29952.056,32716.974,32896.657,34510.137,33201.018,33938.085,34759.493,33919.75,33553.05,33648.392,34264.448,32324.605,31550.868
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,561.051,660.06,843.41,949.753,781.071,960.754,1081.765,1232.112,1287.117,1404.461,1507.137,1606.146,1829.833,1950.844,1928.842,2225.869,2838.258,2632.906,1712.489,2027.851,2141.528,2115.859,2002.182,1851.835,1991.181,2262.539,2438.555,2247.871,1477.801,2548.565,2005.849,2394.551,2302.876,2541.231,2779.586,2874.928,3142.619,3421.311,3626.663,3762.342,3964.027,4037.367,4411.401,4426.069,4319.726,4466.406,4594.751,4385.732,4495.742,4547.08
Niger,NER,CO2 emissions (kt),EN.ATM.CO2E.KT,55.005,66.006,88.008,95.342,91.675,135.679,132.012,161.348,190.684,216.353,231.021,253.023,330.03,289.693,333.697,333.697,366.7,418.038,480.377,572.052,685.729,748.068,964.421,993.757,997.424,902.082,1001.091,990.09,1041.428,832.409,821.408,784.738,880.08,872.746,920.417,1015.759,1012.092,1074.431,1059.763,795.739,759.069,814.074,880.08,964.421,828.742,806.74,821.408,916.75,1085.432,1411.795
Nigeria,NGA,CO2 emissions (kt),EN.ATM.CO2E.KT,4114.374,4180.38,5350.153,7275.328,11763.736,12907.84,12838.167,6633.603,12112.101,21539.958,32280.601,41426.099,49577.84,62291.329,47395.975,55247.022,50567.93,48294.39,70289.056,68154.862,65958.329,65602.63,59929.781,69625.329,69893.02,73505.015,59343.061,70747.431,42441.858,45375.458,45247.113,64883.898,60061.793,46658.908,34917.174,40421.341,40190.32,40182.986,44788.738,79181.531,83350.91,98125.253,93138.133,97047.155,104696.517,98513.955,95209.988,92621.086,71719.186,78910.173
Northern Mariana Islands,MNP,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,13351.547,14077.613,14983.362,16189.805,16409.825,19563.445,19328.757,21140.255,22222.02,28012.213,27198.139,29427.675,30524.108,27693.184,29666.03,29218.656,31202.503,32559.293,33296.36,35034.518,33234.021,32856.32,30091.402,33098.342,34880.504,33644.725,35133.527,33450.374,37286.056,31363.851,32023.911,29600.024,32196.26,29247.992,34906.173,33179.016,34132.436,36471.982,41022.729,38807.861,41092.402,37429.069,42625.208,42665.545,42438.191,44257.023,45089.432,50325.908,47076.946,57186.865
Oman,OMN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,11.001,25.669,29.336,135.679,161.348,234.688,234.688,2093.857,2090.19,2112.192,2335.879,7256.993,8327.757,8507.44,7796.042,7722.702,6046.883,6017.547,5735.188,7532.018,8060.066,8661.454,9875.231,9464.527,10586.629,10065.915,11386.035,11771.07,12079.098,13457.89,15306.058,15896.445,15104.373,15485.741,16560.172,20707.549,21895.657,20285.844,25470.982,32390.611,27986.544,29893.384,39603.6,44587.053,41066.733,40263.66,57201.533
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,14656.999,16105.464,18514.683,19035.397,19974.149,20326.181,21572.961,24737.582,23993.181,24337.879,23076.431,18929.054,20036.488,21418.947,23219.444,22838.076,24389.217,26138.376,28250.568,32067.915,34400.127,37385.065,40303.997,42856.229,47175.955,49453.162,53534.533,58213.625,60956.541,68565.566,68242.87,72789.95,78008.091,84839.712,84484.013,94447.252,94711.276,97663.211,100384.125,106449.343,108282.843,114084.037,118895.141,131601.296,136636.087,146074.945,158894.777,156676.242,157890.019,161395.671
Palau,PLW,CO2 emissions (kt),EN.ATM.CO2E.KT,51.338,51.338,55.005,58.672,66.006,66.006,73.34,77.007,132.012,135.679,165.015,172.349,176.016,194.351,194.351,113.677,183.35,110.01,124.678,157.681,157.681,157.681,157.681,157.681,161.348,161.348,161.348,183.35,227.354,234.688,234.688,113.677,110.01,110.01,113.677,117.344,117.344,117.344,117.344,117.344,183.35,183.35,190.684,187.017,190.684,201.685,209.019,209.019,209.019,216.353
Panama,PAN,CO2 emissions (kt),EN.ATM.CO2E.KT,1103.767,1191.775,1184.441,1243.113,1529.139,1657.484,1697.821,2020.517,2053.52,2203.867,2603.57,2801.588,3241.628,3021.608,3663.333,3611.995,3461.648,2841.925,3193.957,3124.284,3340.637,3292.966,3494.651,2882.262,2629.239,2753.917,3201.291,2929.933,2522.896,2768.585,3245.295,4246.386,3942.025,4338.061,2984.938,4624.087,5647.18,5947.874,5669.182,5790.193,7007.637,5870.867,6153.226,5804.861,6838.955,7370.67,7124.981,7576.022,8635.785,9633.209
Papua New Guinea,PNG,CO2 emissions (kt),EN.ATM.CO2E.KT,201.685,198.018,256.69,267.691,304.361,341.031,436.373,502.379,557.384,693.063,825.075,1268.782,1345.789,1587.811,1532.806,1573.143,1580.477,1675.819,1796.83,1829.833,1932.509,1947.177,2009.516,2046.186,2126.86,2064.521,2335.879,2200.2,2035.185,2141.528,2064.521,2053.52,1994.848,2181.865,2038.852,2163.53,2555.899,2838.258,2464.224,2687.911,3230.627,3512.986,3967.694,4481.074,4613.086,4594.751,4902.779,3476.316,3333.303,3135.285
Paraguay,PRY,CO2 emissions (kt),EN.ATM.CO2E.KT,363.033,392.369,410.704,432.706,550.05,513.38,487.711,590.387,520.714,744.401,634.391,715.065,869.079,953.42,839.743,1056.096,1184.441,1488.802,1367.791,1532.806,1444.798,1404.461,1455.799,1543.807,1606.146,1749.159,1976.513,2255.205,2343.213,2262.539,2233.203,2621.905,2951.935,3498.318,3964.027,3751.341,4195.048,4503.076,4503.076,3689.002,3821.014,3898.021,4070.37,4088.705,3832.015,3986.029,4136.376,4352.729,4517.744,5075.128
Peru,PER,CO2 emissions (kt),EN.ATM.CO2E.KT,8643.119,9970.573,10234.597,12266.115,11965.421,13256.205,13655.908,14502.985,15302.391,17784.95,18613.692,18173.652,19757.796,21360.275,21965.33,22442.04,23340.455,22460.375,22273.358,24121.526,24103.191,23670.485,20450.859,20692.881,19512.107,21847.986,25782.677,25107.949,21840.652,21169.591,20417.856,20388.52,23556.808,23230.445,23883.171,24363.548,27407.158,27806.861,29358.002,30296.754,27165.136,27187.138,26380.398,31895.566,37135.709,35063.854,43208.261,41279.419,47355.638,57579.234
Philippines,PHL,CO2 emissions (kt),EN.ATM.CO2E.KT,8723.793,10348.274,11485.044,12838.167,13982.271,16123.799,18232.324,22251.356,22860.078,24781.586,27586.841,26442.737,31543.534,30531.442,32526.29,35129.86,36754.341,37476.74,38136.8,37000.03,34664.151,34997.848,35415.886,30993.484,28048.883,29207.655,32683.971,37729.763,39141.558,41763.463,43930.66,48752.765,49482.498,54799.648,60710.852,62162.984,71158.135,69240.294,69159.62,73306.997,71051.792,71337.818,71532.169,74066.066,74832.469,67692.82,69669.333,75943.57,74784.798,81590.75
Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,207434.856,216815.042,231219.018,243114.766,247221.806,252678.302,259282.569,276073.762,293653.36,304441.674,313246.141,329952.993,336128.221,346876.198,375559.472,399035.606,419024.423,432056.941,442489.556,464575.897,410062.275,422211.046,422339.391,433894.108,445899.866,453369.545,465353.301,445976.873,423787.856,366773.34,361591.869,357283.144,352519.711,336161.224,346813.859,358823.284,351049.244,326935.052,317133.161,301691.424,302806.192,296931.658,304856.045,304988.057,303598.264,320004.422,315637.025,316124.736,298787.16,317254.172
Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,9090.493,9303.179,10025.578,11023.002,11598.721,11851.744,12409.128,13010.516,14612.995,15258.387,16406.158,18349.668,20003.485,20714.883,21356.608,22423.705,22728.066,22742.734,25030.942,26985.453,27227.475,29255.326,30179.41,29064.642,27407.158,30520.441,31536.2,32925.993,41209.746,42196.169,43934.327,48195.381,46812.922,47568.324,51924.72,50732.945,53233.839,58055.944,64689.547,62966.057,62863.381,66820.074,61275.57,63175.076,65309.27,59108.373,60864.866,58356.638,57410.552,52361.093
Puerto Rico,PRI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,CO2 emissions (kt),EN.ATM.CO2E.KT,161.348,190.684,6138.558,6274.237,6292.572,6277.904,6688.608,7080.977,7172.652,7568.688,9152.832,10784.647,12467.8,10487.62,10956.996,10384.944,9926.569,10531.624,14359.972,13098.524,12860.169,12354.123,11268.691,12332.121,12405.461,13296.542,11499.712,11928.751,14326.969,11774.737,17674.94,26802.103,30722.126,30223.414,30824.802,31825.893,36288.632,32401.612,31407.855,34730.157,30362.76,28481.589,36156.62,44392.702,51880.716,56735.824,67241.779,67997.181,66119.677,70531.078
Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,55775.07,63879.14,69529.987,72115.222,78723.156,84183.319,92129.708,100189.774,111649.149,120112.585,125829.438,132422.704,144960.177,150944.721,162257.416,174765.553,178399.55,193903.626,196074.49,196617.206,198153.679,195773.796,200562.898,189272.205,194343.666,202147.042,212165.286,212777.675,214141.799,158861.774,137530.835,123262.538,120699.305,115415.158,127101.887,126691.183,114447.07,102232.293,89639.815,89984.513,95672.03,92173.712,95939.721,95400.672,95675.697,102595.326,100959.844,94645.27,80307.3,78745.158
Russian Federation,RUS,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139720.169,1963938.857,1722554.915,1662526.125,1631906.675,1559237.736,1526744.449,1538834.548,1558111.967,1558012.958,1557664.593,1604972.56,1602963.044,1615687.534,1669618.103,1667597.586,1715638.953,1574367.778,1740776.238
