countryName,countryCode,indicatorName,indicatorCode,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Rwanda,RWA,CO2 emissions (kt),EN.ATM.CO2E.KT,139.346,84.341,84.341,36.67,47.671,44.004,40.337,55.005,58.672,58.672,62.339,66.006,69.673,73.34,176.016,267.691,267.691,289.693,297.027,495.045,601.388,608.722,696.73,634.391,616.056,597.721,616.056,696.73,689.396,682.062,630.724,638.058,641.725,619.723,612.389,630.724,652.726,641.725,671.061,685.729,689.396,689.396,682.062,689.396,528.048,528.048,557.384,542.716,575.719,594.054
Samoa,WSM,CO2 emissions (kt),EN.ATM.CO2E.KT,18.335,18.335,22.002,25.669,29.336,25.669,25.669,29.336,29.336,29.336,36.67,36.67,36.67,33.003,58.672,47.671,80.674,106.343,95.342,99.009,102.676,113.677,113.677,113.677,113.677,113.677,113.677,113.677,121.011,124.678,124.678,128.345,128.345,121.011,132.012,132.012,132.012,132.012,139.346,139.346,143.013,143.013,150.347,154.014,157.681,157.681,161.348,161.348,161.348,161.348
San Marino,SMR,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,7.334,11.001,11.001,11.001,11.001,14.668,14.668,14.668,11.001,11.001,14.668,18.335,18.335,29.336,29.336,33.003,33.003,40.337,44.004,47.671,55.005,51.338,55.005,51.338,51.338,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,51.338,58.672,66.006,73.34,77.007,84.341,84.341,84.341,91.675,99.009
Saudi Arabia,SAU,CO2 emissions (kt),EN.ATM.CO2E.KT,3571.658,6255.902,6945.298,7047.974,4220.717,6413.583,25507.652,29104.979,35302.209,45291.117,59808.77,70344.061,95136.648,98788.98,83336.242,101550.231,118176.409,115132.799,138135.89,169404.399,175491.619,158091.704,161050.973,155715.488,172653.361,204878.957,190706.002,202554.079,203738.52,217948.145,267768.007,285534.622,313818.193,309018.09,236253.809,258750.854,216239.323,207680.545,226459.252,296935.325,297214.017,326407.004,327272.416,395834.315,397642.146,432739.003,393535.106,418239.685,431026.514,464480.555
Senegal,SEN,CO2 emissions (kt),EN.ATM.CO2E.KT,814.074,814.074,861.745,924.084,1694.154,1719.823,700.397,,491.378,1309.119,1353.123,1455.799,1551.141,1851.835,2581.568,1774.828,2244.204,2629.239,2900.597,3351.638,3296.633,3054.611,2632.906,3307.634,2676.91,2662.242,2453.223,2742.916,3696.336,3182.956,3424.978,3479.983,3593.66,3901.688,3494.651,3740.34,3263.63,3428.645,3700.003,3938.358,4330.727,4547.08,5012.789,5280.48,5859.866,4789.102,5335.485,5441.828,5848.865,7058.975
Serbia,SRB,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53765.554,52251.083,51880.716,46127.193,45962.178
Seychelles,SYC,CO2 emissions (kt),EN.ATM.CO2E.KT,,,7.334,7.334,7.334,7.334,7.334,7.334,7.334,29.336,33.003,44.004,47.671,55.005,58.672,80.674,84.341,77.007,121.011,95.342,99.009,84.341,99.009,99.009,150.347,165.015,201.685,198.018,234.688,113.677,143.013,165.015,161.348,187.017,190.684,198.018,414.371,440.04,513.38,564.718,641.725,542.716,557.384,744.401,696.73,744.401,652.726,707.731,755.402,704.064
Sierra Leone,SLE,CO2 emissions (kt),EN.ATM.CO2E.KT,289.693,326.363,370.367,304.361,282.359,300.694,253.023,385.035,1107.434,872.746,803.073,678.395,539.049,520.714,524.381,451.041,513.38,711.398,678.395,608.722,693.063,553.717,689.396,616.056,663.727,674.728,498.712,458.375,374.034,388.702,469.376,216.353,216.353,286.026,286.026,319.029,330.03,304.361,293.36,425.372,568.385,608.722,652.726,641.725,546.383,733.4,634.391,663.727,652.726,689.396
Singapore,SGP,CO2 emissions (kt),EN.ATM.CO2E.KT,2093.857,2577.901,3399.309,3703.67,2530.23,674.728,3058.278,5419.826,7205.655,18210.322,16593.175,22240.355,21220.929,21968.997,24543.231,30036.397,28309.24,33164.348,36123.617,31433.524,26849.774,29750.371,34997.848,33402.703,33417.371,35027.184,32599.63,36105.282,41888.141,46941.267,47425.311,50267.236,54627.299,65367.942,47109.949,55305.694,69240.294,57293.208,50069.218,49005.788,49541.17,47230.96,31132.83,28474.255,30359.093,30799.133,17865.624,19636.785,24766.918,13520.229
Sint Maarten (Dutch part),SXM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44983.089,40296.663,39603.6,42152.165,41433.433,40626.693,41558.111,40615.692,37311.725,39357.911,39251.568,39493.59,38749.189,39174.561,38928.872,36600.327,37557.414,33890.414,36094.281
Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12478.801,13164.53,13340.546,14403.976,14954.026,15859.775,15192.381,15232.718,14264.63,15163.045,15419.735,15500.409,15746.098,15867.109,16244.81,16211.807,17179.895,15309.725,15328.06
Solomon Islands,SLB,CO2 emissions (kt),EN.ATM.CO2E.KT,14.668,14.668,14.668,18.335,25.669,25.669,33.003,36.67,36.67,40.337,47.671,55.005,66.006,66.006,58.672,62.339,80.674,62.339,110.01,102.676,135.679,121.011,143.013,143.013,150.347,154.014,161.348,157.681,161.348,161.348,161.348,161.348,157.681,154.014,161.348,161.348,161.348,161.348,165.015,165.015,172.349,172.349,179.683,179.683,179.683,179.683,198.018,198.018,198.018,201.685
Somalia,SOM,CO2 emissions (kt),EN.ATM.CO2E.KT,88.008,106.343,102.676,135.679,132.012,139.346,227.354,154.014,161.348,216.353,187.017,234.688,264.024,330.03,502.379,480.377,799.406,557.384,487.711,814.074,275.025,718.732,935.085,715.065,858.078,924.084,993.757,1008.425,957.087,18.335,3.667,11.001,11.001,11.001,11.001,,,,,517.047,502.379,572.052,575.719,575.719,579.386,575.719,605.055,608.722,594.054,608.722
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,102213.958,105767.281,109826.65,119657.877,128260.659,128356.001,133885.837,138084.552,143280.691,149763.947,168568.323,171725.61,173533.441,176734.732,185201.835,193115.221,199950.509,202099.371,218908.899,228454.1,257368.395,280749.187,292230.564,315948.72,324214.138,330855.075,329025.242,343055.184,341108.007,333513.65,346337.149,324852.196,342549.138,358929.627,353458.463,358639.934,371327.754,372218.835,371034.394,368610.507,362743.307,347686.605,380810.616,427132.16,396116.674,424843.952,443648.328,465023.271,503941.142,460124.159
South Asia,SAS,CO2 emissions (kt),EN.ATM.CO2E.KT,150117.372136511,165281.269160833,178495.734869958,175459.979234078,192550.98584098,198886.637615372,201137.412320896,219943.47205052,223581.914467052,228247.156583956,237622.131476652,245538.653,254592.476,263279.599,285607.962,297195.682,351470.949,356080.368,373392.275,393978.813,423641.176,451444.37,488763.429,506497.041,556045.545,594307.023,635098.731,685501.646,744628.354,782042.755,829911.773,882456.216,917861.101,977600.198,1036972.595,1131962.563,1175882.222,1205412.573,1283450,1336056.782,1359892.282,1389767.331,1449862.127,1536428.996,1602313.985,1715594.949,1837222.005,2034697.289,2216796.842,2252623.432
South Asia (IFC classification),CSA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Cone Extended,SCE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,53677.546,60054.459,58822.347,64410.855,71117.798,77729.399,86519.198,97157.165,96882.14,116929.629,128682.364,145026.183,155367.123,173152.073,181644.845,198443.372,195663.786,200493.225,203745.854,215003.544,207288.176,209906.414,204867.956,198953.085,201233.959,190467.647,190878.351,199033.759,226671.938,218864.895,225857.864,234057.276,219407.611,233558.564,241732.307,233422.885,252168.589,261563.443,282384.669,294434.431,297830.073,314518.59,321097.188,339428.521,353462.13,350037.152,358236.564,329285.599,288237.201,269674.847
Sri Lanka,LKA,CO2 emissions (kt),EN.ATM.CO2E.KT,2335.879,2563.233,2533.897,2273.54,2658.575,2662.242,2948.268,3241.628,4319.726,3597.327,3179.289,3443.313,3589.993,2856.593,2827.257,2717.247,2838.258,3366.306,3747.674,3322.302,3975.028,4415.068,4803.77,3762.342,3854.017,3545.989,3960.36,3377.307,3395.642,3773.343,4063.036,5056.793,4902.779,5408.825,5797.527,6952.632,7506.349,7763.039,8536.776,10161.257,10245.598,11008.334,10659.969,11965.421,11642.725,11738.067,12456.799,11892.081,12830.833,12709.822
St. Kitts and Nevis,KNA,CO2 emissions (kt),EN.ATM.CO2E.KT,22.002,14.668,18.335,18.335,22.002,22.002,22.002,33.003,25.669,25.669,29.336,29.336,29.336,36.67,33.003,36.67,36.67,33.003,36.67,51.338,55.005,66.006,51.338,51.338,51.338,58.672,55.005,66.006,66.006,66.006,73.34,73.34,84.341,88.008,95.342,102.676,102.676,102.676,102.676,102.676,183.35,198.018,220.02,227.354,234.688,234.688,249.356,249.356,260.357,249.356
St. Lucia,LCA,CO2 emissions (kt),EN.ATM.CO2E.KT,18.335,18.335,22.002,22.002,25.669,29.336,33.003,36.67,62.339,66.006,69.673,77.007,80.674,73.34,77.007,84.341,69.673,99.009,150.347,113.677,95.342,113.677,102.676,113.677,128.345,132.012,146.68,165.015,165.015,165.015,172.349,205.352,227.354,264.024,311.695,330.03,311.695,308.028,319.029,330.03,363.033,326.363,359.366,355.699,366.7,366.7,385.035,396.036,385.035,403.37
St. Martin (French part),MAF,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,14.668,18.335,14.668,18.335,18.335,22.002,29.336,29.336,29.336,36.67,40.337,33.003,33.003,33.003,33.003,36.67,29.336,36.67,36.67,40.337,40.337,66.006,66.006,66.006,77.007,66.006,77.007,80.674,77.007,84.341,102.676,121.011,132.012,135.679,135.679,165.015,168.682,157.681,179.683,187.017,194.351,194.351,198.018,201.685,201.685,201.685,201.685,209.019
Sudan,SDN,CO2 emissions (kt),EN.ATM.CO2E.KT,1386.126,1485.135,1679.486,1859.169,2427.554,2643.907,3186.623,3105.949,4184.047,4855.108,4983.453,5379.489,5427.16,5683.85,4239.052,3755.008,3806.346,3439.646,3571.658,3747.674,3641.331,3828.348,3909.022,3505.652,4074.037,4250.053,3351.638,4847.774,3758.675,5559.172,5386.823,4756.099,2907.931,4444.404,4602.085,4268.388,5419.826,4697.427,5093.463,5533.503,6369.579,8118.738,9072.158,11382.368,10707.64,11503.379,12541.14,12588.811,14055.611,14172.955
Suriname,SUR,CO2 emissions (kt),EN.ATM.CO2E.KT,429.039,495.045,531.715,605.055,795.739,1096.433,1334.788,1452.132,1521.805,1609.813,1716.156,1745.492,2108.525,1602.479,2020.517,1998.515,1899.506,2394.551,2295.542,2372.549,2031.518,1873.837,1375.125,1554.808,1598.812,1760.16,1760.16,1877.504,1855.502,1811.498,2101.191,2112.192,2156.196,2163.53,2181.865,2130.527,2141.528,2163.53,2152.529,2126.86,2266.206,2251.538,2240.537,2291.875,2379.883,2442.222,2442.222,2442.222,2467.891,2383.55
Swaziland,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,3.667,,,11.001,80.674,201.685,227.354,278.692,304.361,366.7,399.703,381.368,370.367,311.695,337.364,333.697,341.031,440.04,447.374,465.709,436.373,436.373,271.358,333.697,440.04,458.375,436.373,436.373,436.373,425.372,326.363,264.024,132.012,484.044,454.708,341.031,1202.776,1213.777,1239.446,1188.108,1144.104,1125.769,1041.428,1030.427,1019.426,1015.759,1063.43,1092.766,1023.093,1023.093
Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,48851.774,51326.999,55371.7,60432.16,62628.693,72591.932,69001.939,77685.395,86467.86,92379.064,84590.356,84781.04,87366.275,79889.262,80824.347,88308.694,85804.133,79533.563,84927.72,71759.523,69430.978,62291.329,58297.966,57333.545,62394.005,62038.306,59717.095,57443.555,55533.048,51128.981,53226.505,55228.687,52034.73,54539.291,50743.946,57700.245,51844.046,52977.149,51106.979,49794.193,51128.981,57425.22,54781.313,54520.956,51561.687,49570.506,48059.702,49104.797,43743.643,52515.107
Switzerland,CHE,CO2 emissions (kt),EN.ATM.CO2E.KT,20388.52,24150.862,29101.312,28166.227,30370.094,31525.199,32559.293,36028.275,38096.463,40296.663,41943.146,42973.573,46262.872,41481.104,39097.554,40483.68,41085.068,42218.171,39911.628,40538.685,38859.199,36629.663,40069.309,39174.561,39827.287,42295.178,40252.659,40711.034,39467.921,42863.563,41998.151,43065.248,40762.372,41319.756,39233.233,39929.963,41466.436,41829.469,40700.033,39049.883,42962.572,40718.368,40204.988,40392.005,41374.761,41877.14,38019.456,40392.005,41598.448,38756.523
Syrian Arab Republic,SYR,CO2 emissions (kt),EN.ATM.CO2E.KT,3065.612,3204.958,3611.995,4367.397,3678.001,4917.447,4609.419,5962.542,7242.325,6659.272,8885.141,7766.706,7895.051,9666.212,11184.35,13758.584,14664.333,15221.717,22548.383,20802.891,26637.088,24488.226,27960.875,33091.008,29651.362,31352.85,36226.293,36945.025,34565.142,37451.071,43193.593,44436.706,47117.283,48532.745,43996.666,44249.689,40967.724,50281.904,52379.428,51048.307,48785.768,39068.218,54286.268,51110.646,50633.936,53589.538,57428.887,67700.154,62111.646,61858.623
Tajikistan,TJK,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7220.323,5170.47,2354.214,2449.556,2827.257,2152.529,2497.227,2519.229,2236.87,2291.875,1881.171,2075.522,2563.233,2438.555,2654.908,3223.293,3032.609,2893.263,2860.26
Tanzania,TZA,CO2 emissions (kt),EN.ATM.CO2E.KT,704.064,766.403,803.073,1034.094,1162.439,1371.458,1760.16,1653.817,1796.83,1767.494,2464.224,2167.197,3186.623,2306.543,2284.541,2790.587,2013.183,2203.867,2071.855,1884.838,2123.193,2167.197,2218.535,2368.882,2357.881,2299.209,2390.884,2288.208,2207.534,2372.549,2434.888,2361.548,2636.573,2445.889,3553.323,3461.648,2882.262,2555.899,2537.564,2651.241,3127.951,3589.993,3806.346,4352.729,5617.844,5958.875,6149.559,6538.261,6446.586,6846.289
Thailand,THA,CO2 emissions (kt),EN.ATM.CO2E.KT,4147.377,5034.791,5570.173,7480.68,7451.344,9479.195,12167.106,17099.221,14561.657,15375.731,19248.083,21836.985,24455.223,24246.204,24407.552,28778.616,32159.59,35067.521,36736.006,40116.98,38048.792,37905.779,42449.192,45965.845,48668.424,49702.518,56944.843,67003.424,78891.838,95833.378,105235.566,115187.804,130735.884,145469.89,167585.567,186965.662,193096.886,171065.55,182810.951,188355.455,202132.374,215975.299,232198.107,252344.605,256169.286,261211.411,262205.168,261838.468,276587.142,295281.508
Timor-Leste,TLS,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.348,161.348,176.016,176.016,179.683,183.35,190.684,183.35,183.35
Togo,TGO,CO2 emissions (kt),EN.ATM.CO2E.KT,91.675,88.008,106.343,132.012,132.012,179.683,198.018,194.351,242.022,275.025,315.362,399.703,403.37,377.701,311.695,322.696,462.042,355.699,1382.459,718.732,627.057,733.4,546.383,608.722,550.05,707.731,766.403,792.072,836.076,773.737,843.41,836.076,865.412,832.409,953.42,1059.763,986.423,1166.106,1536.473,1356.79,1162.439,1232.112,1463.133,1397.127,1338.455,1221.111,1316.453,1455.799,1503.47,1540.14
Tonga,TON,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,11.001,11.001,11.001,11.001,14.668,14.668,11.001,25.669,18.335,22.002,25.669,22.002,33.003,29.336,29.336,36.67,40.337,40.337,47.671,44.004,47.671,47.671,47.671,47.671,55.005,69.673,69.673,77.007,91.675,88.008,102.676,106.343,110.01,110.01,113.677,110.01,128.345,121.011,143.013,146.68,176.016,172.349,157.681,176.016,154.014,161.348,172.349,157.681
Trinidad and Tobago,TTO,CO2 emissions (kt),EN.ATM.CO2E.KT,4602.085,7238.658,1309.119,3795.345,5196.139,4055.702,4638.755,4041.034,3905.355,8998.818,8104.07,8243.416,9398.521,10051.247,9622.208,15925.781,16175.137,15328.06,16725.187,16937.873,17260.569,18426.675,16303.482,17535.594,20755.22,17385.247,17520.926,15867.109,16142.134,16959.875,21048.58,20986.241,16820.529,19853.138,20967.906,21781.98,19229.748,19317.756,22816.074,24513.895,25023.608,26890.111,27696.851,30993.484,28580.598,32152.256,46460.89,42540.867,48177.046,50681.607
Tunisia,TUN,CO2 emissions (kt),EN.ATM.CO2E.KT,1767.494,1796.83,1947.177,2757.584,2464.224,2885.929,3087.614,3597.327,3857.684,3744.007,4213.383,4737.764,4829.439,5397.824,5548.171,5848.865,6758.281,7491.681,8771.464,9490.196,9820.226,9526.866,11305.361,11547.383,11939.752,12064.43,11749.068,12464.133,13234.203,13267.206,15489.408,15023.699,16501.5,15940.449,15735.097,16758.19,16945.207,18001.303,18331.333,19922.811,20817.559,21015.577,21396.945,22445.707,22801.406,23127.769,23868.503,25012.607,24807.255,25878.019
Turkey,TUR,CO2 emissions (kt),EN.ATM.CO2E.KT,17363.245,21631.633,22669.394,26336.394,27388.823,31547.201,33523.714,36314.301,38807.861,42639.876,47733.339,53857.229,59486.074,61136.224,65697.972,73721.368,81572.415,77256.356,75576.87,75763.887,79874.594,86988.574,90541.897,95796.708,106717.034,116881.958,129907.142,126309.815,139316.664,145854.925,148612.509,153104.584,159133.132,156844.924,171971.299,188197.774,198527.713,200606.902,196767.553,216147.648,194538.017,205678.363,218509.196,225406.823,237368.577,261570.777,284658.209,285274.265,277844.923,298002.422
Turkmenistan,TKM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28067.218,27663.848,33476.043,34620.147,31363.851,30157.408,26490.408,34759.493,35364.548,39269.903,40245.325,42214.504,43336.606,45375.458,46255.538,53516.198,55093.008,48525.411,53054.156
Turks and Caicos Islands,TCA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.001,11.001,11.001,14.668,14.668,14.668,14.668,99.009,102.676,102.676,121.011,143.013,157.681,157.681,161.348,161.348
Tuvalu,TUV,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,CO2 emissions (kt),EN.ATM.CO2E.KT,407.037,429.039,432.706,491.378,627.057,733.4,810.407,982.756,1177.107,1444.798,1441.131,1382.459,1180.774,1195.442,1133.103,990.09,806.74,700.397,674.728,627.057,528.048,546.383,616.056,583.053,619.723,704.064,770.07,865.412,803.073,803.073,828.742,839.743,832.409,762.736,993.757,1114.768,1147.771,1349.456,1408.128,1532.806,1620.814,1668.485,1708.822,1851.835,2284.541,2654.908,3127.951,3160.954,3366.306,3784.344
Ukraine,UKR,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641680.996,546111.642,447010.967,445943.87,412335.815,341196.015,328636.54,332549.229,320774.492,321650.905,318684.302,352259.354,343121.19,333869.349,326480.344,327595.112,323458.736,261812.799,304804.707
United Arab Emirates,ARE,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,18.335,22.002,18.335,22.002,25.669,916.75,1243.113,20524.199,15247.386,21184.259,23454.132,30630.451,31327.181,31070.491,39651.271,38785.859,44814.407,36607.661,36904.688,36857.017,36871.685,35342.546,46394.884,49926.205,47234.627,47693.002,48367.73,54487.953,52009.061,57010.849,58136.618,65980.331,73130.981,70641.088,41059.399,41646.119,81495.408,78374.791,112562.232,101414.552,84704.033,106841.712,113240.627,116148.558,123874.927,139404.672,158935.114,162602.114,167596.568
United Kingdom,GBR,CO2 emissions (kt),EN.ATM.CO2E.KT,588938.535,593360.937,603822.888,608355.3,622619.93,618564.228,592517.527,606969.174,628857.497,653063.364,660863.073,648486.948,660034.331,617607.141,603643.205,598912.775,604746.972,605084.336,644893.288,579290.658,560819.979,548520.861,545741.275,529335.117,559855.558,568777.369,571868.65,570464.189,581721.879,571050.909,584351.118,578062.213,558579.442,555238.805,555667.844,571362.604,545572.593,545290.234,535550.682,543662.086,550552.379,531938.687,540640.478,540409.457,541986.267,542041.272,528906.078,522466.826,475107.521,493504.86
United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,2880505.507,2987207.873,3119230.874,3255995.306,3390922.571,3561878.111,3695708.943,3831354.94,4024748.853,4328904.501,4356770.034,4564952.958,4770194.948,4598487.673,4406329.539,4613100.668,4742292.745,4889112.091,4900373.448,4721170.825,4531792.277,4300598.928,4334925.715,4470326.023,4486460.823,4491176.585,4684431.152,4888664.717,4951084.391,4768137.761,4826703.418,4922195.765,5029767.21,5121559.554,5156168.7,5286046.506,5419440.965,5456092.63,5531691.502,5713560.034,5601404.839,5650949.676,5681664.468,5790765.052,5826393.624,5737615.554,5828696.5,5656838.878,5311840.184,5433056.536
Uruguay,URY,CO2 emissions (kt),EN.ATM.CO2E.KT,4121.708,4011.698,4319.726,4558.081,5522.502,5405.158,4884.444,4884.444,5595.842,5742.522,5808.528,6076.219,5775.525,5683.85,5969.876,5896.536,5650.847,5742.522,6277.904,5837.864,5375.822,4873.443,3817.347,3450.647,3296.633,3179.289,3560.657,4807.437,4880.777,3993.363,4554.414,5170.47,4466.406,4066.703,4591.084,5441.828,5555.505,5687.517,6725.278,5306.149,5089.796,4620.42,4598.418,5610.51,5775.525,6648.271,5999.212,8331.424,7891.384,6644.604
Uzbekistan,UZB,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114014.364,118532.108,110981.755,100912.173,103189.38,101781.252,117571.354,117421.007,119951.237,122037.76,126914.87,122683.152,119305.845,111887.504,116529.926,116944.297,120039.245,116606.933,104443.494
Vanuatu,VUT,CO2 emissions (kt),EN.ATM.CO2E.KT,,40.337,33.003,62.339,47.671,77.007,84.341,62.339,44.004,40.337,58.672,62.339,55.005,62.339,55.005,44.004,51.338,58.672,62.339,62.339,51.338,51.338,55.005,55.005,121.011,58.672,47.671,66.006,62.339,69.673,66.006,66.006,66.006,66.006,66.006,84.341,88.008,84.341,84.341,80.674,88.008,84.341,80.674,55.005,55.005,47.671,95.342,91.675,117.344,117.344
"Venezuela, RB",VEN,CO2 emissions (kt),EN.ATM.CO2E.KT,51928.387,54106.585,56204.109,56603.812,60787.859,57029.184,65815.316,65635.633,68998.272,74561.111,62562.687,62577.355,66501.045,75133.163,63816.801,57344.546,63732.46,68690.244,76570.627,90802.254,91968.36,93405.824,93101.463,93218.807,101278.873,109529.623,110981.755,116097.22,108854.895,122162.438,115440.827,105873.624,124355.304,129947.479,133236.778,122752.825,133962.844,167321.543,172616.691,152415.188,172525.016,193261.901,192103.129,168267.629,181630.177,171824.619,175784.979,186811.648,185341.181,201747.339
Vietnam,VNM,CO2 emissions (kt),EN.ATM.CO2E.KT,1822.499,1796.83,2082.856,4081.371,4913.78,10417.947,15152.044,15229.051,18569.688,28199.23,24528.563,23058.096,25096.948,19083.068,21800.315,13923.599,15276.722,15419.735,16281.48,16820.529,17726.278,18382.671,19317.756,17550.262,21165.924,23091.099,25969.694,23182.774,17509.925,21407.946,21451.95,21477.619,23006.758,26230.051,29090.311,34667.818,45100.433,47513.319,47693.002,53644.543,61139.891,70806.103,78767.16,90549.231,97941.903,102455.98,113651.331,127164.226,140057.398,150229.656
Virgin Islands (U.S.),VIR,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.036,601.388,649.059,792.072,1349.456,1155.105,1279.783,1866.503,2742.916,2266.206,2324.878,2053.52,2090.19,2365.215
"Yemen, Rep.",YEM,CO2 emissions (kt),EN.ATM.CO2E.KT,2665.909,3887.02,2918.932,3633.997,3931.024,3465.315,3054.611,11646.392,4679.092,2511.895,1972.846,1496.136,2731.915,2247.871,2170.864,2566.9,2981.271,3105.949,3223.293,3318.635,4231.718,5947.874,6329.242,7172.652,8657.787,8269.085,8683.456,9603.873,9996.242,9596.539,10109.919,14381.974,9431.524,11367.7,11250.356,14935.691,15474.74,12200.109,13894.263,14638.664,16252.144,15764.433,17304.573,18881.383,20043.822,20795.557,21712.307,22207.352,23058.096,21851.653
Zambia,ZMB,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,3278.298,3916.356,3501.985,4792.769,4572.749,4275.722,3769.676,3791.678,4066.703,4591.084,4202.382,4081.371,4026.366,3744.007,3476.316,3604.661,3531.321,3366.306,3520.32,3270.964,2819.923,2753.917,2889.596,2702.579,3142.619,2603.57,2445.889,2416.553,2456.89,2500.894,2420.22,2170.864,1870.17,2390.884,2313.877,1807.831,1818.832,1906.84,1969.179,2101.191,2130.527,2273.54,2225.869,1653.817,1844.501,2156.196,2427.554
Zimbabwe,ZWE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,4473.74,5214.474,6046.883,5298.815,6384.247,6750.947,8162.742,8742.128,8225.081,9281.177,9057.49,8320.423,10868.988,9299.512,9295.845,9449.859,9636.876,9435.191,8811.801,10461.951,9922.902,10263.933,13127.86,15240.052,16101.797,16186.138,15504.076,15823.105,16901.203,16208.14,17645.604,15130.042,14994.363,14407.643,14253.629,15834.106,13886.929,12563.142,11932.418,10626.966,9926.569,10773.646,10344.607,10212.595,8148.074,8734.794,9427.857